Hours,Scores
4.370861069626263,49.597115700928896
9.556428757689245,93.88756578334196
7.587945476302646,82.78044401805627
6.387926357773329,71.93219230415241
2.4041677639819286,31.840629879474484
2.403950683025824,34.44341045803135
1.5227525095137953,24.397135867882472
8.795585311974417,95.25175351588636
6.41003510568888,68.74952249959556
7.372653200164409,70.42172733406413
1.185260448662222,19.000695582285147
9.72918866945795,103.33032513039504
8.491983767203795,91.2777318580148
2.9110519961044856,27.72677708194331
2.636424704863906,25.958964346597746
2.650640588680904,36.77217015347356
3.7381801866358395,42.18402609707512
5.72280788469014,65.63558233376453
4.887505167779041,54.016643558442716
3.6210622617823773,41.3594033153025
6.506676052501415,74.75817955489416
2.2554447458683766,24.974223817596897
3.629301836816963,41.77362225287455
4.297256589643226,45.661189452907045
5.104629857953324,53.87381744237166
8.066583652537123,84.11997590802802
2.7970640394252375,34.08130925242094
5.628109945722504,58.88735634890765
6.331731119758382,74.59609182545142
1.4180537144799796,14.707500633702278
6.467903667112945,68.74467845032265
2.5347171131856236,28.14851584048536
1.5854643368675156,28.08953279044382
9.539969835279999,101.38247223535787
9.690688297671034,107.0661056740535
8.275576133048151,80.32795946529664
3.741523922560336,43.75049055494965
1.8790490260574548,28.238644238691734
7.158097238609412,76.99239233247124
4.961372443656412,59.941126311890876
2.0983441136030097,23.396998885528234
5.456592191001432,66.61265911094222
1.3094966900369656,29.589457518465906
9.18388361870904,95.0246433848921
3.3290198344001523,36.062685736997665
6.962700559185838,81.89392797744688
3.8053996848046987,50.95185757670055
5.680612190600297,59.19182177023663
5.920392514089517,62.10299105541588
2.6636900997297435,30.227977952994898
9.726261649881026,95.54036394363888
7.976195410250031,80.16869437007932
9.455490474077703,94.5342009070167
9.053446153848839,91.69547371296774
6.381099809299767,68.63757365606376
9.296868115208051,99.13975481476311
1.7964325184672756,30.71682764874314
2.763845761772307,27.646687414029117
1.4070456001948426,23.992067994331343
3.927972976869379,43.20978554756625
4.498095607205338,49.73363752379121
3.442141285965063,42.79551032048365
8.458637582367365,83.97276571586215
4.210779940242304,49.019848133343295
3.5284105871864266,41.11636691292955
5.884264748424236,66.30490380428311
2.2683180247728636,29.129023467267725
8.219772826786357,99.47422896741804
1.6709557931179373,18.520858009922794
9.881982429404655,101.16483951903747
7.9502029236699165,81.38632660457534
2.7884411338075514,30.107025742274242
1.0496990541124216,12.310054904591627
8.339152856093508,94.33661121647283
7.361716094628554,85.7196821862348
7.561064512368886,77.75691365494147
7.941433120173512,80.25255333621398
1.6664018656068134,24.021096438000153
4.226191556898454,44.50080034757968
2.0428215357261674,28.59287444603923
8.767930832880342,93.69392343305991
6.609683141448022,63.518110839494064
3.9780822236738427,52.518348243388736
1.5720251525742128,29.69963989121974
3.79884089544096,39.92446550198767
3.9266498982407234,42.32799118272732
7.566455605042576,82.09388300405028
6.738017242196918,74.0524563719043
8.98491468318694,98.14186819523356
5.249934326457543,67.55036595840718
2.0763482134447155,24.87874599697691
7.419203085006955,75.20054462737727
7.847065437552077,76.57405823544813
6.051494778125466,61.86029758154507
7.938704619591049,84.2214113315415
5.444160367279517,68.4143929903841
5.704595464437946,59.457898149198606
4.847869165226946,54.597631410463954
1.2287721406968566,17.205606926604805
1.97102284293974,30.652194796637822
1.2828626711806081,30.46328884117419
6.727693701374023,69.62259314913864
3.82920382968694,40.844841084278286
5.577136220482325,65.99216659016861
9.168098265334837,100.09044010147993
3.2436300623398746,46.66983725207891
4.693446307320667,54.85410399983649
7.799960246887438,81.20314201493909
3.059183489424602,38.54510904770757
1.6928191884591368,27.471709787505908
3.6077630762239123,45.18004166822595
2.4509915852860398,32.04628600839689
9.367278871083158,104.00616215877736
8.273083416079754,93.57731211302591
6.700633808593811,78.91713304112575
8.84314531168946,96.67500255484282
8.23304869209203,86.49489651933602
2.6791305299743224,32.52487373190984
9.0330309864098,101.36285469663979
5.854080177240856,59.456123417472384
8.266961396476564,89.51298050913013
9.06482169931144,93.68152293147759
3.8620312747467747,43.764036862141836
1.9904673207490908,31.296932520527402
3.051416462877475,36.46965996887427
4.843970097636307,53.671883717143814
8.362132893302437,81.82204822812477
8.74657524930709,96.19702032320701
1.0625691747807164,18.85311265351254
5.596725723198092,71.78353084850822
4.7566990283390105,51.0280991086251
2.9989702942365724,36.08545458068542
2.0787883060031453,27.03480147858523
4.038536542632651,53.27263182514389
9.486187335212673,99.38539569019197
3.908826388186797,45.483371510719664
5.669115595690295,64.73063850548564
7.3271706300566,79.2047519163478
4.272666421413646,45.49449614138382
9.746038744488645,103.43083740937799
9.662025654479,106.98841529408887
3.2660406624282774,32.52783012722747
5.475236553031469,60.417213901049074
3.707904788350927,38.578443808813404
3.5635644493972087,46.6108776385963
1.3319825261907952,10.703890737989077
6.486079005819072,67.06618082183277
5.524111209059753,62.127171465920135
1.463308761249904,27.460707758670743
3.507818178129503,39.74943047593009
9.174392973699883,93.96793210353283
3.1560570160027517,45.96635550723047
2.304053848821008,20.80046898612886
5.405074842498067,48.05671864188026
9.870854086995406,105.90861312022072
3.178497443603504,34.27470331427199
7.049219926652907,70.38603518087551
7.854576537958458,87.08754761608135
3.1387378959315972,37.60638252817197
7.553947137506736,77.71907822138373
4.3100481944732785,41.69895995137831
6.690752475342215,76.26981139482288
6.7017673968480524,75.26867985827383
5.821972156672826,62.72384224783136
1.8126079304896747,32.359264285135076
8.51772246030314,84.82680077140064
3.8870205847456223,36.242579992832525
2.678666593598688,28.32712558658066
1.3669762739928752,18.441832658151263
6.318036488694176,69.39706213355522
7.098079256580542,74.77461227652377
1.1492904603507053,18.253181586078536
5.608837524693529,54.83067812598306
3.0384619767814414,42.603442788180715
6.806555113685048,72.65479524488764
2.569297861044923,36.27945776838987
7.218439642922194,78.89802316111046
4.480618116704837,52.08994726281728
9.43056989863061,102.15453538746712
2.2376884973139393,29.615427773225967
4.069597159452327,48.90958539386099
2.021261691165302,31.858379562315175
9.322242564507064,99.20503149357799
8.896054180428829,97.50556059223085
3.3214746494364005,37.766068022927875
6.939856414307611,81.59915022032348
8.354999801810942,85.16803650781307
5.996807304395161,73.9727752085057
5.766855205204059,62.46776229881887
3.1766706181040654,29.612830670450414
1.837924910253093,24.019771177084877
9.074941821579941,92.344159928425
9.103762514469974,100.24084288964336
6.697913115459412,68.71601125808216
4.051268119438307,43.28176402830916
4.142886171513948,36.98115806041182
7.533601109832154,78.07447950207614
9.073992339573193,83.62052676258715
8.983777818386056,86.91826406643195
8.018879912718614,88.99087240790763
6.77828481538859,76.71184894714006
1.7572596849554394,24.699884658479217
2.454658426851524,24.711703552869174
9.086987696743714,95.63132018672724
6.457861536936309,69.56060267391025
1.0827734645496667,10.035911199533952
1.913243885794289,31.649430366778645
6.971515921972502,79.10197067260339
1.0455542546159682,14.350721677011363
2.4472724627574878,29.60715382254753
5.938604104299275,65.4279550827305
7.227056779234239,67.06189345022094
6.867651335523405,72.44062644263107
3.018423785145038,31.77431661146139
7.409612992127823,74.08802987180364
3.135241787471201,34.946916410282235
3.9285972834334095,53.274405468581705
7.718422646062217,85.38844076695722
6.846696091424932,70.61106596533534
8.6430106944476,94.29302085125678
6.91851603070309,81.18193748996092
6.114777430019244,70.7709427147563
1.8430729104528323,23.728880954129192
4.309442227534902,44.85973838682115
3.386821309135529,42.35932965942324
3.195906790411752,38.926494831226265
9.75709499277201,107.04691602785877
4.537879522000844,53.55465422841828
9.02841899659402,100.53195354253688
6.680247633975366,69.12630028195083
8.153301731874835,93.11998764691998
5.523733837946729,61.22533640292929
6.192134961637232,77.29765397949865
5.432659244369775,55.88065335324991
2.7571868901824006,41.25168791765025
7.502069037353548,81.01024429084873
3.526951261967702,37.01242260160478
1.2188436978830846,14.769007808559236
6.80925066316451,71.49077009067351
2.5939961146634403,33.060790878643985
9.464127259176228,102.25545003193979
9.585357193023286,97.98507191053997
9.233779511984036,97.21602215853545
4.331428302298999,59.025634816049305
1.1391095487598069,25.028811338101626
9.354867063289529,100.73028898126546
4.8536573348558285,53.726590739399285
9.699893371393026,102.59909034752157
9.672579793803276,104.79338780168486
8.677085099206241,86.65688816607037
3.6500400286262713,40.21351759914599
4.465879557417328,41.31587520478533
8.660230043651712,93.5984160495435
3.852298046406499,46.75896016257869
